INVOICE_ID,PO_ID,SUPPLIER_ID,INVOICE_DATE,CURRENCY,TOTAL_AMOUNT,STATUS
INV-002720,PO-002720,SUP-0080,2026-08-02,INR,88984.5,RECEIVED
INV-002721,PO-002721,SUP-0008,2026-08-04,EUR,136696.67,RECEIVED
INV-002722,PO-002722,SUP-0064,2026-01-28,EUR,132137.12,RECEIVED
INV-002723,PO-002723,SUP-0021,2026-03-02,GBP,4253.67,RECEIVED
INV-002724,PO-002724,SUP-0078,2026-03-20,EUR,11210.2,RECEIVED
INV-002725,PO-002725,SUP-0068,2026-07-24,INR,132162.95,RECEIVED
INV-002726,PO-002726,SUP-0110,2026-04-18,USD,113502.89,RECEIVED
INV-002727,PO-002727,SUP-0007,2026-07-24,GBP,20257.56,RECEIVED
INV-002728,PO-002728,SUP-0033,2026-05-20,USD,28926.43,RECEIVED
INV-002729,PO-002729,SUP-0088,2026-04-04,EUR,95499.91,RECEIVED
INV-002730,PO-002730,SUP-0008,2026-07-27,EUR,59935.79,RECEIVED
INV-002731,PO-002731,SUP-0082,2026-05-07,GBP,99511.94,RECEIVED
INV-002732,PO-002732,SUP-0002,2026-01-28,USD,110608.33,RECEIVED
INV-002733,PO-002733,SUP-0104,2026-09-02,GBP,56943.74,RECEIVED
INV-002734,PO-002734,SUP-0018,2026-02-25,USD,127769.76,RECEIVED
INV-002735,PO-002735,SUP-0070,2026-01-24,INR,9464.47,RECEIVED
INV-002736,PO-002736,SUP-0093,2026-07-14,GBP,16157.51,RECEIVED
INV-002737,PO-002737,SUP-0112,2026-07-02,EUR,88566.01,RECEIVED
INV-002738,PO-002738,SUP-0025,2026-09-01,EUR,32199.01,RECEIVED
INV-002739,PO-002739,SUP-0034,2026-04-29,GBP,30746.93,RECEIVED
INV-002740,PO-002740,SUP-0065,2026-02-06,GBP,71467.66,RECEIVED
INV-002741,PO-002741,SUP-0008,2026-04-24,EUR,102372.05,RECEIVED
INV-002742,PO-002742,SUP-0020,2026-06-04,EUR,30695.49,RECEIVED
INV-002743,PO-002743,SUP-0069,2026-06-04,EUR,96894.38,RECEIVED
INV-002744,PO-002744,SUP-0119,2026-06-21,INR,87649.76,RECEIVED
INV-002745,PO-002745,SUP-0087,2026-07-30,INR,97090.82,RECEIVED
INV-002746,PO-002746,SUP-0054,2026-07-24,INR,14174.0,RECEIVED
INV-002747,PO-002747,SUP-0095,2026-04-22,GBP,108086.11,RECEIVED
INV-002748,PO-002748,SUP-0068,2026-07-31,INR,149439.11,RECEIVED
INV-002749,PO-002749,SUP-0053,2026-05-23,EUR,45562.48,RECEIVED
INV-002750,PO-002750,SUP-0054,2026-05-29,INR,106578.77,RECEIVED
INV-002751,PO-002751,SUP-0017,2026-04-28,INR,147429.11,RECEIVED
INV-002752,PO-002752,SUP-0052,2026-09-27,EUR,114499.91,RECEIVED
INV-002753,PO-002753,SUP-0081,2026-04-26,USD,39452.31,RECEIVED
INV-002754,PO-002754,SUP-0046,2026-03-13,USD,102601.07,RECEIVED
INV-002755,PO-002755,SUP-0026,2026-06-19,GBP,43279.52,RECEIVED
INV-002756,PO-002756,SUP-0113,2026-08-04,INR,37623.61,RECEIVED
INV-002757,PO-002757,SUP-0081,2026-08-19,INR,86757.73,RECEIVED
INV-002758,PO-002758,SUP-0118,2026-05-03,USD,97252.62,RECEIVED
INV-002759,PO-002759,SUP-0002,2026-07-01,USD,29248.72,RECEIVED
INV-002760,PO-002760,SUP-0005,2026-07-29,USD,84974.24,RECEIVED
INV-002761,PO-002761,SUP-0071,2026-04-08,INR,87152.35,RECEIVED
INV-002762,PO-002762,SUP-0001,2026-04-28,EUR,139197.46,RECEIVED
INV-002763,PO-002763,SUP-0002,2026-01-26,USD,9681.41,RECEIVED
INV-002764,PO-002764,SUP-0059,2026-06-30,GBP,99641.42,RECEIVED
INV-002765,PO-002765,SUP-0026,2026-07-08,GBP,98423.8,RECEIVED
INV-002766,PO-002766,SUP-0084,2026-03-25,EUR,60300.35,RECEIVED
INV-002767,PO-002767,SUP-0042,2026-04-16,GBP,31589.47,RECEIVED
INV-002768,PO-002768,SUP-0088,2026-03-31,EUR,49580.65,RECEIVED
INV-002769,PO-002769,SUP-0066,2026-04-19,GBP,117588.71,RECEIVED
INV-002770,PO-002770,SUP-0082,2026-04-06,GBP,68796.27,RECEIVED
INV-002771,PO-002771,SUP-0058,2026-07-06,GBP,22455.48,RECEIVED
INV-002772,PO-002772,SUP-0015,2026-07-31,EUR,32054.05,RECEIVED
INV-002773,PO-002773,SUP-0089,2026-08-14,GBP,64032.98,RECEIVED
INV-002774,PO-002774,SUP-0005,2026-04-06,USD,40421.68,RECEIVED
INV-002775,PO-002775,SUP-0059,2026-03-26,GBP,147621.05,RECEIVED
INV-002776,PO-002776,SUP-0066,2026-06-19,GBP,48904.13,RECEIVED
INV-002777,PO-002777,SUP-0007,2026-04-26,GBP,53176.42,RECEIVED
INV-002778,PO-002778,SUP-0037,2026-07-22,EUR,105022.88,RECEIVED
INV-002779,PO-002779,SUP-0006,2026-06-13,GBP,136472.18,RECEIVED
INV-002780,PO-002780,SUP-0026,2026-09-02,GBP,131265.51,RECEIVED
INV-002781,PO-002781,SUP-0011,2026-09-05,GBP,16637.71,RECEIVED
INV-002782,PO-002782,SUP-0033,2026-07-15,USD,46212.1,RECEIVED
INV-002783,PO-002783,SUP-0011,2026-06-19,USD,48051.04,RECEIVED
INV-002784,PO-002784,SUP-0069,2026-05-15,EUR,86197.23,RECEIVED
INV-002785,PO-002785,SUP-0030,2026-06-07,GBP,78005.15,RECEIVED
INV-002786,PO-002786,SUP-0042,2026-03-19,USD,26877.94,RECEIVED
INV-002787,PO-002787,SUP-0010,2026-07-30,INR,57789.85,RECEIVED
INV-002788,PO-002788,SUP-0017,2026-01-15,INR,144362.51,RECEIVED
INV-002789,PO-002789,SUP-0082,2026-07-05,GBP,120801.52,RECEIVED
INV-002790,PO-002790,SUP-0093,2026-03-27,GBP,101862.43,RECEIVED
INV-002791,PO-002791,SUP-0050,2026-06-24,USD,132601.74,RECEIVED
INV-002792,PO-002792,SUP-0103,2026-01-19,GBP,114694.58,RECEIVED
INV-002793,PO-002793,SUP-0084,2026-05-15,EUR,54886.69,RECEIVED
INV-002794,PO-002794,SUP-0029,2026-05-02,USD,142528.38,RECEIVED
INV-002795,PO-002795,SUP-0079,2026-04-14,INR,79716.3,RECEIVED
INV-002796,PO-002796,SUP-0106,2026-09-22,USD,78931.52,RECEIVED
INV-002797,PO-002797,SUP-0004,2026-04-30,GBP,121192.08,RECEIVED
INV-002798,PO-002798,SUP-0022,2026-03-06,GBP,6798.56,RECEIVED
INV-002799,PO-002799,SUP-0074,2026-09-10,EUR,6058.19,RECEIVED
INV-002800,PO-002800,SUP-0053,2026-03-22,EUR,795.84,RECEIVED
INV-002801,PO-002801,SUP-0100,2026-01-19,EUR,4570.79,RECEIVED
INV-002802,PO-002802,SUP-0108,2026-06-12,USD,14834.47,RECEIVED
INV-002803,PO-002803,SUP-0103,2026-04-16,GBP,8872.68,RECEIVED
INV-002804,PO-002804,SUP-0017,2026-03-14,INR,136529.62,RECEIVED
INV-002805,PO-002805,SUP-0070,2026-07-31,INR,45458.37,RECEIVED
INV-002806,PO-002806,SUP-0110,2026-02-28,USD,78545.55,RECEIVED
INV-002807,PO-002807,SUP-0019,2026-07-15,EUR,4597.27,RECEIVED
INV-002808,PO-002808,SUP-0022,2026-04-11,GBP,138704.08,RECEIVED
INV-002809,PO-002809,SUP-0116,2026-01-22,EUR,42291.52,RECEIVED
INV-002810,PO-002810,SUP-0027,2026-06-06,EUR,96767.92,RECEIVED
INV-002811,PO-002811,SUP-0075,2026-04-24,GBP,84428.23,RECEIVED
INV-002812,PO-002812,SUP-0072,2026-07-09,EUR,122101.44,RECEIVED
INV-002813,PO-002813,SUP-0082,2026-06-07,GBP,20888.6,RECEIVED
INV-002814,PO-002814,SUP-0085,2026-05-30,GBP,63421.69,RECEIVED
INV-002815,PO-002815,SUP-0073,2026-04-06,GBP,72838.98,RECEIVED
INV-002816,PO-002816,SUP-0035,2026-02-12,GBP,146758.45,RECEIVED
INV-002817,PO-002817,SUP-0043,2026-08-22,GBP,140414.05,RECEIVED
INV-002818,PO-002818,SUP-0096,2026-02-24,EUR,148713.83,RECEIVED
INV-002819,PO-002819,SUP-0059,2026-07-15,GBP,6449.08,RECEIVED
INV-002820,PO-002820,SUP-0099,2026-04-28,USD,59063.46,RECEIVED
INV-002821,PO-002821,SUP-0075,2026-08-06,GBP,8669.41,RECEIVED
INV-002822,PO-002822,SUP-0010,2026-05-18,INR,6495.08,RECEIVED
INV-002823,PO-002823,SUP-0066,2026-06-17,GBP,47816.36,RECEIVED
INV-002824,PO-002824,SUP-0120,2026-05-14,INR,8236.69,RECEIVED
INV-002825,PO-002825,SUP-0014,2026-03-03,INR,18063.53,RECEIVED
INV-002826,PO-002826,SUP-0051,2026-07-08,GBP,128622.6,RECEIVED
INV-002827,PO-002827,SUP-0045,2026-02-06,EUR,127479.08,RECEIVED
INV-002828,PO-002828,SUP-0093,2026-07-20,GBP,91651.6,RECEIVED
INV-002829,PO-002829,SUP-0099,2026-08-21,USD,9308.78,RECEIVED
INV-002830,PO-002830,SUP-0085,2026-08-19,GBP,118971.86,RECEIVED
INV-002831,PO-002831,SUP-0069,2026-07-08,EUR,89485.01,RECEIVED
INV-002832,PO-002832,SUP-0067,2026-07-21,USD,58119.36,RECEIVED
INV-002833,PO-002833,SUP-0033,2026-05-26,USD,91647.09,RECEIVED
INV-002834,PO-002834,SUP-0011,2026-06-22,USD,25014.35,RECEIVED
INV-002835,PO-002835,SUP-0080,2026-08-12,INR,85413.94,RECEIVED
INV-002836,PO-002836,SUP-0046,2026-05-20,USD,97015.93,RECEIVED
INV-002837,PO-002837,SUP-0119,2026-04-11,INR,120097.77,RECEIVED
INV-002838,PO-002838,SUP-0051,2026-04-20,GBP,2421.3,RECEIVED
INV-002839,PO-002839,SUP-0098,2026-07-31,USD,134789.2,RECEIVED
INV-002840,PO-002840,SUP-0057,2026-06-02,GBP,125111.8,RECEIVED
INV-002841,PO-002841,SUP-0003,2026-04-16,EUR,28647.13,RECEIVED
INV-002842,PO-002842,SUP-0117,2026-06-29,INR,9303.74,RECEIVED
INV-002843,PO-002843,SUP-0001,2026-02-18,EUR,8979.81,RECEIVED
INV-002844,PO-002844,SUP-0015,2026-03-08,EUR,95284.89,RECEIVED
INV-002845,PO-002845,SUP-0063,2026-02-27,INR,133050.38,RECEIVED
INV-002846,PO-002846,SUP-0040,2026-09-07,USD,90083.91,RECEIVED
INV-002847,PO-002847,SUP-0060,2026-02-07,GBP,65013.35,RECEIVED
INV-002848,PO-002848,SUP-0116,2026-07-24,EUR,79794.99,RECEIVED
INV-002849,PO-002849,SUP-0072,2026-05-08,EUR,13096.66,RECEIVED
INV-002850,PO-002850,SUP-0100,2026-07-02,EUR,46241.06,RECEIVED
INV-002851,PO-002851,SUP-0022,2026-06-11,GBP,140556.63,RECEIVED
INV-002852,PO-002852,SUP-0063,2026-08-06,INR,1177.13,RECEIVED
INV-002853,PO-002853,SUP-0065,2026-05-31,GBP,101812.2,RECEIVED
INV-002854,PO-002854,SUP-0090,2026-07-01,USD,99024.95,RECEIVED
INV-002855,PO-002855,SUP-0038,2026-02-09,INR,21048.17,RECEIVED
INV-002856,PO-002856,SUP-0006,2026-08-03,GBP,79265.27,RECEIVED
INV-002857,PO-002857,SUP-0066,2026-03-02,GBP,116921.57,RECEIVED
INV-002858,PO-002858,SUP-0106,2026-06-22,USD,106792.78,RECEIVED
INV-002859,PO-002859,SUP-0028,2026-02-06,INR,40733.96,RECEIVED
INV-002860,PO-002860,SUP-0044,2026-05-25,USD,79360.42,RECEIVED
INV-002861,PO-002861,SUP-0040,2026-08-24,USD,108991.87,RECEIVED
INV-002862,PO-002862,SUP-0032,2026-05-27,EUR,72041.87,RECEIVED
INV-002863,PO-002863,SUP-0083,2026-05-18,INR,122858.27,RECEIVED
INV-002864,PO-002864,SUP-0075,2026-06-29,GBP,67616.68,RECEIVED
INV-002865,PO-002865,SUP-0111,2026-04-17,GBP,75896.92,RECEIVED
INV-002866,PO-002866,SUP-0022,2026-02-03,GBP,41247.66,RECEIVED
INV-002867,PO-002867,SUP-0040,2026-09-01,USD,127163.93,RECEIVED
INV-002868,PO-002868,SUP-0090,2026-05-17,USD,79011.1,RECEIVED
INV-002869,PO-002869,SUP-0044,2026-03-01,USD,125915.02,RECEIVED
INV-002870,PO-002870,SUP-0026,2026-04-01,GBP,3497.85,RECEIVED
INV-002871,PO-002871,SUP-0111,2026-05-17,GBP,25857.6,RECEIVED
INV-002872,PO-002872,SUP-0014,2026-08-24,INR,66746.8,RECEIVED
INV-002873,PO-002873,SUP-0038,2026-03-17,INR,116708.55,RECEIVED
INV-002874,PO-002874,SUP-0106,2026-01-25,USD,66970.04,RECEIVED
INV-002875,PO-002875,SUP-0045,2026-01-29,EUR,128359.83,RECEIVED
INV-002876,PO-002876,SUP-0058,2026-07-23,GBP,128445.56,RECEIVED
INV-002877,PO-002877,SUP-0048,2026-03-09,USD,6646.35,RECEIVED
INV-002878,PO-002878,SUP-0056,2026-03-24,GBP,63193.83,RECEIVED
INV-002879,PO-002879,SUP-0036,2026-09-01,INR,148841.36,RECEIVED
INV-002880,PO-002880,SUP-0083,2026-02-15,INR,64914.56,RECEIVED
INV-002881,PO-002881,SUP-0066,2026-08-09,GBP,89010.79,RECEIVED
INV-002882,PO-002882,SUP-0055,2026-04-28,USD,84042.26,RECEIVED
INV-002883,PO-002883,SUP-0001,2026-05-21,EUR,39667.5,RECEIVED
INV-002884,PO-002884,SUP-0043,2026-06-22,GBP,111001.71,RECEIVED
INV-002885,PO-002885,SUP-0077,2026-08-10,EUR,148683.18,RECEIVED
INV-002886,PO-002886,SUP-0083,2026-04-03,INR,143162.37,RECEIVED
INV-002887,PO-002887,SUP-0101,2026-01-11,EUR,135205.8,RECEIVED
INV-002888,PO-002888,SUP-0115,2026-08-05,EUR,62744.8,RECEIVED
INV-002889,PO-002889,SUP-0005,2026-04-21,USD,29868.88,RECEIVED
INV-002890,PO-002890,SUP-0096,2026-08-30,EUR,46585.52,RECEIVED
INV-002891,PO-002891,SUP-0021,2026-02-09,GBP,126587.26,RECEIVED
INV-002892,PO-002892,SUP-0057,2026-07-05,INR,130172.87,RECEIVED
INV-002893,PO-002893,SUP-0019,2026-02-13,EUR,149494.37,RECEIVED
INV-002894,PO-002894,SUP-0028,2026-05-09,INR,31319.46,RECEIVED
INV-002895,PO-002895,SUP-0089,2026-05-29,INR,38175.34,RECEIVED
INV-002896,PO-002896,SUP-0045,2026-09-17,EUR,41433.13,RECEIVED
INV-002897,PO-002897,SUP-0010,2026-08-18,INR,5505.49,RECEIVED
INV-002898,PO-002898,SUP-0042,2026-07-11,USD,86041.67,RECEIVED
INV-002899,PO-002899,SUP-0085,2026-02-20,EUR,50332.37,RECEIVED
INV-002900,PO-002900,SUP-0114,2026-05-25,EUR,145443.53,RECEIVED
INV-002901,PO-002901,SUP-0001,2026-02-02,EUR,25122.2,RECEIVED
INV-002902,PO-002902,SUP-0084,2026-09-06,EUR,37237.72,RECEIVED
INV-002903,PO-002903,SUP-0103,2026-07-17,GBP,73256.6,RECEIVED
INV-002904,PO-002904,SUP-0051,2026-04-29,GBP,142917.4,RECEIVED
INV-002905,PO-002905,SUP-0075,2026-09-17,GBP,143642.79,RECEIVED
INV-002906,PO-002906,SUP-0017,2026-03-11,INR,40041.09,RECEIVED
INV-002907,PO-002907,SUP-0041,2026-07-06,USD,97354.99,RECEIVED
INV-002908,PO-002908,SUP-0098,2026-02-22,USD,108389.16,RECEIVED
INV-002909,PO-002909,SUP-0029,2026-01-20,USD,17777.4,RECEIVED
INV-002910,PO-002910,SUP-0011,2026-04-07,USD,70013.38,RECEIVED
INV-002911,PO-002911,SUP-0115,2026-05-13,EUR,4018.81,RECEIVED
INV-002912,PO-002912,SUP-0045,2026-09-06,EUR,67451.17,RECEIVED
INV-002913,PO-002913,SUP-0117,2026-07-11,INR,129605.28,RECEIVED
INV-002914,PO-002914,SUP-0120,2026-07-16,INR,31186.4,RECEIVED
INV-002915,PO-002915,SUP-0095,2026-04-18,INR,101892.18,RECEIVED
INV-002916,PO-002916,SUP-0042,2026-09-25,GBP,138390.87,RECEIVED
INV-002917,PO-002917,SUP-0052,2026-07-29,EUR,126158.71,RECEIVED
INV-002918,PO-002918,SUP-0081,2026-02-21,INR,133401.28,RECEIVED
INV-002919,PO-002919,SUP-0057,2026-04-20,INR,58764.7,RECEIVED
INV-002920,PO-002920,SUP-0038,2026-05-28,INR,43589.5,RECEIVED
INV-002921,PO-002921,SUP-0036,2026-04-30,GBP,99450.44,RECEIVED
INV-002922,PO-002922,SUP-0107,2026-07-05,EUR,96165.0,RECEIVED
INV-002923,PO-002923,SUP-0023,2026-06-14,EUR,26723.76,RECEIVED
INV-002924,PO-002924,SUP-0082,2026-05-19,GBP,48447.2,RECEIVED
INV-002925,PO-002925,SUP-0054,2026-08-25,GBP,85840.01,RECEIVED
INV-002926,PO-002926,SUP-0074,2026-03-07,EUR,146149.27,RECEIVED
INV-002927,PO-002927,SUP-0017,2026-05-01,INR,37881.73,RECEIVED
INV-002928,PO-002928,SUP-0005,2026-05-11,USD,60884.74,RECEIVED
INV-002929,PO-002929,SUP-0076,2026-08-20,USD,86698.63,RECEIVED
INV-002930,PO-002930,SUP-0011,2026-09-09,GBP,68586.83,RECEIVED
INV-002931,PO-002931,SUP-0022,2026-02-06,GBP,12765.2,RECEIVED
INV-002932,PO-002932,SUP-0119,2026-03-13,INR,31950.91,RECEIVED
INV-002933,PO-002933,SUP-0005,2026-08-18,USD,16891.85,RECEIVED
INV-002934,PO-002934,SUP-0079,2026-04-17,INR,71300.35,RECEIVED
INV-002935,PO-002935,SUP-0034,2026-01-27,GBP,88256.61,RECEIVED
INV-002936,PO-002936,SUP-0031,2026-08-18,GBP,28433.21,RECEIVED
INV-002937,PO-002937,SUP-0063,2026-08-17,INR,17746.09,RECEIVED
INV-002938,PO-002938,SUP-0113,2026-09-13,INR,52548.58,RECEIVED
INV-002939,PO-002939,SUP-0012,2026-05-18,USD,56467.83,RECEIVED
INV-002940,PO-002940,SUP-0075,2026-03-23,GBP,149563.54,RECEIVED
INV-002941,PO-002941,SUP-0028,2026-08-31,INR,95508.69,RECEIVED
INV-002942,PO-002942,SUP-0076,2026-04-23,USD,50717.28,RECEIVED
INV-002943,PO-002943,SUP-0002,2026-07-01,USD,61670.25,RECEIVED
INV-002944,PO-002944,SUP-0058,2026-05-25,GBP,124261.06,RECEIVED
INV-002945,PO-002945,SUP-0021,2026-08-10,GBP,62779.87,RECEIVED
INV-002946,PO-002946,SUP-0023,2026-08-14,EUR,148824.15,RECEIVED
INV-002947,PO-002947,SUP-0004,2026-06-09,GBP,80371.84,RECEIVED
INV-002948,PO-002948,SUP-0034,2026-04-21,GBP,73534.63,RECEIVED
INV-002949,PO-002949,SUP-0011,2026-04-04,USD,122314.55,RECEIVED
INV-002950,PO-002950,SUP-0052,2026-08-12,EUR,46071.46,RECEIVED
INV-002951,PO-002951,SUP-0117,2026-06-30,INR,1070.91,RECEIVED
INV-002952,PO-002952,SUP-0111,2026-08-03,GBP,61913.08,RECEIVED
INV-002953,PO-002953,SUP-0018,2026-04-29,USD,41573.45,RECEIVED
INV-002954,PO-002954,SUP-0020,2026-03-24,EUR,18386.31,RECEIVED
INV-002955,PO-002955,SUP-0027,2026-05-02,EUR,49336.13,RECEIVED
INV-002956,PO-002956,SUP-0031,2026-05-24,GBP,15617.67,RECEIVED
INV-002957,PO-002957,SUP-0087,2026-09-03,INR,149999.17,RECEIVED
INV-002958,PO-002958,SUP-0116,2026-04-27,EUR,45752.67,RECEIVED
INV-002959,PO-002959,SUP-0087,2026-06-05,INR,143145.87,RECEIVED
INV-002960,PO-002960,SUP-0078,2026-02-20,EUR,138082.01,RECEIVED
INV-002961,PO-002961,SUP-0060,2026-09-05,GBP,58211.45,RECEIVED
INV-002962,PO-002962,SUP-0029,2026-07-12,USD,3465.87,RECEIVED
INV-002963,PO-002963,SUP-0080,2026-03-07,INR,148097.8,RECEIVED
INV-002964,PO-002964,SUP-0002,2026-07-01,USD,123189.68,RECEIVED
INV-002965,PO-002965,SUP-0007,2026-06-15,GBP,131020.39,RECEIVED
INV-002966,PO-002966,SUP-0087,2026-03-20,INR,76663.19,RECEIVED
INV-002967,PO-002967,SUP-0115,2026-03-19,EUR,140054.77,RECEIVED
INV-002968,PO-002968,SUP-0066,2026-05-24,GBP,139710.29,RECEIVED
INV-002969,PO-002969,SUP-0064,2026-01-30,EUR,69488.1,RECEIVED
INV-002970,PO-002970,SUP-0053,2026-08-21,EUR,120416.6,RECEIVED
INV-002971,PO-002971,SUP-0039,2026-02-01,GBP,47178.66,RECEIVED
INV-002972,PO-002972,SUP-0034,2026-04-16,GBP,3877.22,RECEIVED
INV-002973,PO-002973,SUP-0120,2026-02-13,USD,144726.52,RECEIVED
INV-002974,PO-002974,SUP-0035,2026-08-05,GBP,111194.28,RECEIVED
INV-002975,PO-002975,SUP-0007,2026-08-15,GBP,47997.58,RECEIVED
INV-002976,PO-002976,SUP-0006,2026-08-11,GBP,110544.7,RECEIVED
INV-002977,PO-002977,SUP-0090,2026-04-12,USD,56823.15,RECEIVED
INV-002978,PO-002978,SUP-0072,2026-08-02,EUR,8433.63,RECEIVED
INV-002979,PO-002979,SUP-0032,2026-09-29,EUR,139931.97,RECEIVED
INV-002980,PO-002980,SUP-0073,2026-03-25,GBP,10520.78,RECEIVED
INV-002981,PO-002981,SUP-0113,2026-04-02,INR,117459.42,RECEIVED
INV-002982,PO-002982,SUP-0090,2026-02-15,USD,46271.65,RECEIVED
INV-002983,PO-002983,SUP-0034,2026-01-07,GBP,91277.1,RECEIVED
INV-002984,PO-002984,SUP-0082,2026-02-09,GBP,57750.38,RECEIVED
INV-002985,PO-002985,SUP-0086,2026-08-30,GBP,27111.76,RECEIVED
INV-002986,PO-002986,SUP-0071,2026-05-09,INR,89397.75,RECEIVED
INV-002987,PO-002987,SUP-0096,2026-06-12,EUR,11628.78,RECEIVED
INV-002988,PO-002988,SUP-0008,2026-09-22,EUR,112981.45,RECEIVED
INV-002989,PO-002989,SUP-0008,2026-06-06,EUR,114513.61,RECEIVED
INV-002990,PO-002990,SUP-0107,2026-03-06,EUR,135962.14,RECEIVED
INV-002991,PO-002991,SUP-0051,2026-01-30,GBP,87218.01,RECEIVED
INV-002992,PO-002992,SUP-0097,2026-07-28,GBP,83568.35,RECEIVED
INV-002993,PO-002993,SUP-0063,2026-04-22,INR,18082.92,RECEIVED
INV-002994,PO-002994,SUP-0112,2026-04-19,EUR,75710.39,RECEIVED
INV-002995,PO-002995,SUP-0089,2026-03-12,GBP,76329.1,RECEIVED
INV-002996,PO-002996,SUP-0015,2026-08-02,EUR,116423.93,RECEIVED
INV-002997,PO-002997,SUP-0113,2026-09-05,INR,74145.1,RECEIVED
INV-002998,PO-002998,SUP-0077,2026-07-29,EUR,147732.97,RECEIVED
INV-002999,PO-002999,SUP-0029,2026-09-18,USD,114389.88,RECEIVED
INV-003000,PO-003000,SUP-0064,2026-07-31,EUR,86487.26,RECEIVED
INV-003001,PO-003001,SUP-0031,2026-04-28,GBP,127666.28,RECEIVED
INV-003002,PO-003002,SUP-0078,2026-07-13,EUR,127515.23,RECEIVED
INV-003003,PO-003003,SUP-0092,2026-03-18,INR,2995.99,RECEIVED
INV-003004,PO-003004,SUP-0005,2026-03-31,USD,18354.9,RECEIVED
INV-003005,PO-003005,SUP-0098,2026-02-01,USD,147354.56,RECEIVED
INV-003006,PO-003006,SUP-0076,2026-06-21,USD,145425.48,RECEIVED
INV-003007,PO-003007,SUP-0083,2026-05-12,INR,63995.25,RECEIVED
INV-003008,PO-003008,SUP-0004,2026-05-01,EUR,148907.73,RECEIVED
INV-003009,PO-003009,SUP-0077,2026-09-08,EUR,29603.56,RECEIVED
INV-003010,PO-003010,SUP-0030,2026-06-19,GBP,49207.11,RECEIVED
INV-003011,PO-003011,SUP-0113,2026-03-13,INR,73705.98,RECEIVED
INV-003012,PO-003012,SUP-0037,2026-07-06,INR,122211.03,RECEIVED
INV-003013,PO-003013,SUP-0080,2026-01-18,INR,105643.77,RECEIVED
INV-003014,PO-003014,SUP-0087,2026-03-12,INR,38987.98,RECEIVED
INV-003015,PO-003015,SUP-0091,2026-05-26,USD,33873.05,RECEIVED
INV-003016,PO-003016,SUP-0037,2026-03-13,INR,12659.31,RECEIVED
INV-003017,PO-003017,SUP-0107,2026-02-17,EUR,113575.21,RECEIVED
INV-003018,PO-003018,SUP-0011,2026-05-30,USD,141104.51,RECEIVED
INV-003019,PO-003019,SUP-0087,2026-05-24,INR,125576.69,RECEIVED
INV-003020,PO-003020,SUP-0034,2026-05-14,GBP,104217.93,RECEIVED
INV-003021,PO-003021,SUP-0011,2026-09-07,USD,83936.73,RECEIVED
INV-003022,PO-003022,SUP-0080,2026-04-15,INR,39464.56,RECEIVED
INV-003023,PO-003023,SUP-0033,2026-02-15,USD,149332.35,RECEIVED
INV-003024,PO-003024,SUP-0111,2026-09-22,GBP,22362.6,RECEIVED
INV-003025,PO-003025,SUP-0048,2026-02-18,USD,148838.75,RECEIVED
INV-003026,PO-003026,SUP-0068,2026-08-19,INR,148177.42,RECEIVED
INV-003027,PO-003027,SUP-0067,2026-05-25,USD,18808.7,RECEIVED
INV-003028,PO-003028,SUP-0096,2026-04-19,EUR,28617.09,RECEIVED
INV-003029,PO-003029,SUP-0035,2026-08-17,GBP,138876.17,RECEIVED
INV-003030,PO-003030,SUP-0049,2026-03-15,INR,20499.72,RECEIVED
INV-003031,PO-003031,SUP-0062,2026-08-07,GBP,86139.09,RECEIVED
INV-003032,PO-003032,SUP-0038,2026-03-18,INR,149936.47,RECEIVED
INV-003033,PO-003033,SUP-0007,2026-03-16,INR,44865.38,RECEIVED
INV-003034,PO-003034,SUP-0018,2026-08-12,USD,70966.86,RECEIVED
INV-003035,PO-003035,SUP-0097,2026-05-19,GBP,129210.71,RECEIVED
INV-003036,PO-003036,SUP-0069,2026-03-24,EUR,61353.63,RECEIVED
INV-003037,PO-003037,SUP-0007,2026-05-09,GBP,23356.34,RECEIVED
INV-003038,PO-003038,SUP-0072,2026-07-05,EUR,52889.72,RECEIVED
INV-003039,PO-003039,SUP-0078,2026-03-24,EUR,55902.18,RECEIVED
INV-003040,PO-003040,SUP-0056,2026-05-07,GBP,130105.01,RECEIVED
INV-003041,PO-003041,SUP-0104,2026-07-25,GBP,50632.51,RECEIVED
INV-003042,PO-003042,SUP-0078,2026-06-06,EUR,8363.51,RECEIVED
INV-003043,PO-003043,SUP-0055,2026-02-25,USD,52522.6,RECEIVED
INV-003044,PO-003044,SUP-0001,2026-04-18,EUR,3925.68,RECEIVED
INV-003045,PO-003045,SUP-0044,2026-09-21,USD,53167.71,RECEIVED
INV-003046,PO-003046,SUP-0099,2026-03-29,USD,20381.38,RECEIVED
INV-003047,PO-003047,SUP-0066,2026-06-22,GBP,146942.89,RECEIVED
INV-003048,PO-003048,SUP-0030,2026-08-07,GBP,76981.71,RECEIVED
INV-003049,PO-003049,SUP-0034,2026-02-14,GBP,16574.28,RECEIVED
INV-003050,PO-003050,SUP-0028,2026-08-22,INR,16272.43,RECEIVED
INV-003051,PO-003051,SUP-0047,2026-08-15,INR,27579.27,RECEIVED
INV-003052,PO-003052,SUP-0042,2026-04-27,USD,85459.42,RECEIVED
INV-003053,PO-003053,SUP-0091,2026-01-17,USD,93056.77,RECEIVED
INV-003054,PO-003054,SUP-0058,2026-06-28,GBP,25824.25,RECEIVED
