PO_ID,SUPPLIER_ID,CONTRACT_ID,PO_DATE,CURRENCY,TOTAL_AMOUNT,STATUS
PO-002316,SUP-0094,CON-0094,2026-07-16,USD,44181.58,OPEN
PO-002317,SUP-0046,CON-0046,2026-07-22,USD,80255.02,OPEN
PO-002318,SUP-0015,CON-0015,2026-01-05,EUR,20941.49,OPEN
PO-002319,SUP-0034,CON-0034,2026-03-05,GBP,51076.3,OPEN
PO-002320,SUP-0045,CON-0045,2026-02-16,EUR,90213.17,OPEN
PO-002321,SUP-0035,CON-0138,2026-02-21,EUR,100958.36,OPEN
PO-002322,SUP-0050,CON-0050,2026-07-19,USD,139454.79,OPEN
PO-002323,SUP-0080,CON-0080,2026-08-16,INR,32579.26,OPEN
PO-002324,SUP-0060,CON-0060,2026-03-01,GBP,61821.93,OPEN
PO-002325,SUP-0057,CON-0139,2026-04-26,GBP,139990.17,OPEN
PO-002326,SUP-0108,CON-0108,2026-02-12,USD,127499.68,OPEN
PO-002327,SUP-0100,CON-0100,2026-08-13,EUR,55502.52,OPEN
PO-002328,SUP-0073,CON-0073,2026-05-07,GBP,3758.89,OPEN
PO-002329,SUP-0094,CON-0094,2026-03-21,USD,145364.2,OPEN
PO-002330,SUP-0074,CON-0074,2026-08-18,EUR,129637.34,OPEN
PO-002331,SUP-0046,CON-0046,2026-07-23,USD,64809.56,OPEN
PO-002332,SUP-0026,CON-0026,2026-04-15,GBP,102470.56,OPEN
PO-002333,SUP-0021,CON-0021,2026-06-26,GBP,44469.36,OPEN
PO-002334,SUP-0120,CON-0120,2026-08-06,USD,132632.16,OPEN
PO-002335,SUP-0066,CON-0066,2026-04-18,GBP,41270.02,OPEN
PO-002336,SUP-0056,CON-0056,2026-04-11,GBP,104208.85,OPEN
PO-002337,SUP-0102,CON-0102,2026-07-28,GBP,122184.18,OPEN
PO-002338,SUP-0090,CON-0090,2026-05-09,USD,111939.41,OPEN
PO-002339,SUP-0107,CON-0107,2026-02-04,EUR,61609.9,OPEN
PO-002340,SUP-0086,CON-0086,2026-05-08,GBP,1755.62,OPEN
PO-002341,SUP-0051,CON-0051,2026-08-12,GBP,60175.62,OPEN
PO-002342,SUP-0043,CON-0043,2026-01-18,USD,125349.09,OPEN
PO-002343,SUP-0010,CON-0010,2026-02-08,INR,140807.01,OPEN
PO-002344,SUP-0022,CON-0022,2026-01-19,GBP,92505.82,OPEN
PO-002345,SUP-0071,CON-0071,2026-07-27,INR,20796.1,OPEN
PO-002346,SUP-0067,CON-0067,2026-03-24,USD,77490.27,OPEN
PO-002347,SUP-0089,CON-0089,2026-03-28,INR,56809.91,OPEN
PO-002348,SUP-0054,CON-0054,2026-08-16,INR,20995.96,OPEN
PO-002349,SUP-0073,CON-0073,2026-04-12,GBP,116710.19,OPEN
PO-002350,SUP-0088,CON-0088,2026-05-07,EUR,107457.37,OPEN
PO-002351,SUP-0051,CON-0051,2026-04-01,GBP,6399.97,OPEN
PO-002352,SUP-0115,CON-0115,2026-04-09,EUR,38573.64,OPEN
PO-002353,SUP-0029,CON-0029,2026-03-11,USD,95206.64,OPEN
PO-002354,SUP-0056,CON-0056,2026-04-06,GBP,57443.13,OPEN
PO-002355,SUP-0031,CON-0031,2026-07-26,GBP,26515.57,OPEN
PO-002356,SUP-0107,CON-0107,2026-02-11,EUR,135810.23,OPEN
PO-002357,SUP-0054,CON-0054,2026-05-25,INR,44781.98,OPEN
PO-002358,SUP-0090,CON-0090,2026-06-09,USD,11446.9,OPEN
PO-002359,SUP-0096,CON-0096,2026-05-01,EUR,72569.52,OPEN
PO-002360,SUP-0071,CON-0071,2026-05-11,INR,37923.26,OPEN
PO-002361,SUP-0083,CON-0083,2026-02-18,INR,130039.03,OPEN
PO-002362,SUP-0047,CON-0047,2026-05-03,INR,67926.3,OPEN
PO-002363,SUP-0092,CON-0092,2026-02-18,INR,79921.1,OPEN
PO-002364,SUP-0044,CON-0044,2026-02-03,USD,96959.5,OPEN
PO-002365,SUP-0096,CON-0096,2026-06-15,EUR,68112.26,OPEN
PO-002366,SUP-0012,CON-0129,2026-04-28,INR,32457.74,OPEN
PO-002367,SUP-0071,CON-0071,2026-01-06,INR,118454.65,OPEN
PO-002368,SUP-0033,CON-0033,2026-05-25,USD,105043.08,OPEN
PO-002369,SUP-0092,CON-0092,2026-06-11,INR,141040.61,OPEN
PO-002370,SUP-0076,CON-0076,2026-02-09,USD,111569.87,OPEN
PO-002371,SUP-0087,CON-0087,2026-06-24,INR,72867.22,OPEN
PO-002372,SUP-0002,CON-0002,2026-07-01,USD,97234.84,OPEN
PO-002373,SUP-0081,CON-0081,2026-08-11,INR,76745.69,OPEN
PO-002374,SUP-0051,CON-0051,2026-06-04,GBP,114560.35,OPEN
PO-002375,SUP-0092,CON-0092,2026-08-15,INR,54679.85,OPEN
PO-002376,SUP-0024,CON-0128,2026-01-23,GBP,39416.06,OPEN
PO-002377,SUP-0114,CON-0114,2026-02-25,EUR,149826.16,OPEN
PO-002378,SUP-0098,CON-0098,2026-08-12,USD,139862.22,OPEN
PO-002379,SUP-0096,CON-0096,2026-04-23,EUR,69391.23,OPEN
PO-002380,SUP-0042,CON-0134,2026-06-30,GBP,82589.4,OPEN
PO-002381,SUP-0100,CON-0100,2026-02-24,EUR,147101.11,OPEN
PO-002382,SUP-0037,CON-0037,2026-04-03,EUR,75208.46,OPEN
PO-002383,SUP-0046,CON-0046,2026-07-12,USD,13203.53,OPEN
PO-002384,SUP-0101,CON-0101,2026-07-16,EUR,22602.42,OPEN
PO-002385,SUP-0045,CON-0045,2026-03-18,EUR,72921.43,OPEN
PO-002386,SUP-0068,CON-0068,2026-08-28,INR,81206.36,OPEN
PO-002387,SUP-0103,CON-0103,2026-03-06,GBP,75182.47,OPEN
PO-002388,SUP-0120,CON-0120,2026-03-01,USD,45402.12,OPEN
PO-002389,SUP-0071,CON-0071,2026-03-04,INR,43600.76,OPEN
PO-002390,SUP-0002,CON-0002,2026-08-21,USD,95192.56,OPEN
PO-002391,SUP-0069,CON-0069,2026-05-29,EUR,17670.3,OPEN
PO-002392,SUP-0032,CON-0032,2026-07-24,USD,94946.34,OPEN
PO-002393,SUP-0031,CON-0031,2026-06-13,GBP,24092.73,OPEN
PO-002394,SUP-0119,CON-0119,2026-03-27,INR,56310.27,OPEN
PO-002395,SUP-0095,CON-0095,2026-04-23,GBP,34902.15,OPEN
PO-002396,SUP-0014,CON-0014,2026-02-18,INR,91705.12,OPEN
PO-002397,SUP-0113,CON-0113,2026-08-13,INR,107195.28,OPEN
PO-002398,SUP-0082,CON-0082,2026-05-10,GBP,97920.28,OPEN
PO-002399,SUP-0104,CON-0104,2026-08-27,GBP,50579.01,OPEN
PO-002400,SUP-0057,CON-0057,2026-06-03,INR,60259.61,OPEN
PO-002401,SUP-0089,CON-0089,2026-04-14,INR,53676.01,OPEN
PO-002402,SUP-0055,CON-0055,2026-01-31,USD,10619.32,OPEN
PO-002403,SUP-0039,CON-0039,2026-05-07,GBP,49734.96,OPEN
PO-002404,SUP-0028,CON-0028,2026-01-09,INR,115528.81,OPEN
PO-002405,SUP-0032,CON-0146,2026-07-20,EUR,4699.99,OPEN
PO-002406,SUP-0089,CON-0089,2026-05-25,INR,5783.36,OPEN
PO-002407,SUP-0057,CON-0057,2026-02-20,INR,80591.67,OPEN
PO-002408,SUP-0104,CON-0104,2026-03-23,GBP,141544.56,OPEN
PO-002409,SUP-0028,CON-0028,2026-05-05,INR,75825.68,OPEN
PO-002410,SUP-0002,CON-0002,2026-04-20,USD,115095.75,OPEN
PO-002411,SUP-0030,CON-0030,2026-01-05,GBP,105841.89,OPEN
PO-002412,SUP-0003,CON-0003,2026-08-12,EUR,133829.5,OPEN
PO-002413,SUP-0039,CON-0039,2026-03-25,GBP,115796.71,OPEN
PO-002414,SUP-0034,CON-0034,2026-02-24,GBP,88958.81,OPEN
PO-002415,SUP-0075,CON-0075,2026-02-23,GBP,11490.67,OPEN
PO-002416,SUP-0029,CON-0029,2026-02-28,USD,128760.64,OPEN
PO-002417,SUP-0111,CON-0111,2026-02-26,GBP,63544.71,OPEN
PO-002418,SUP-0079,CON-0079,2026-01-31,INR,70203.97,OPEN
PO-002419,SUP-0034,CON-0034,2026-04-25,GBP,13590.74,OPEN
PO-002420,SUP-0037,CON-0150,2026-03-07,INR,13403.51,OPEN
PO-002421,SUP-0025,CON-0025,2026-04-24,USD,37356.31,OPEN
PO-002422,SUP-0102,CON-0102,2026-04-22,GBP,104221.77,OPEN
PO-002423,SUP-0069,CON-0069,2026-08-29,EUR,18870.71,OPEN
PO-002424,SUP-0065,CON-0065,2026-05-11,GBP,135758.29,OPEN
PO-002425,SUP-0051,CON-0051,2026-02-22,GBP,46374.53,OPEN
PO-002426,SUP-0020,CON-0020,2026-02-02,EUR,67599.38,OPEN
PO-002427,SUP-0025,CON-0025,2026-02-21,USD,62853.7,OPEN
PO-002428,SUP-0051,CON-0051,2026-08-19,GBP,107118.15,OPEN
PO-002429,SUP-0032,CON-0146,2026-01-11,EUR,137313.28,OPEN
PO-002430,SUP-0036,CON-0036,2026-02-10,INR,37804.86,OPEN
PO-002431,SUP-0083,CON-0083,2026-02-19,INR,11258.42,OPEN
PO-002432,SUP-0087,CON-0087,2026-07-18,INR,64232.89,OPEN
PO-002433,SUP-0082,CON-0082,2026-08-11,GBP,143763.96,OPEN
PO-002434,SUP-0009,CON-0009,2026-05-16,EUR,43719.04,OPEN
PO-002435,SUP-0051,CON-0051,2026-08-27,GBP,56438.29,OPEN
PO-002436,SUP-0025,CON-0025,2026-06-04,USD,134102.23,OPEN
PO-002437,SUP-0102,CON-0102,2026-05-04,GBP,1587.16,OPEN
PO-002438,SUP-0023,CON-0023,2026-06-02,EUR,117808.19,OPEN
PO-002439,SUP-0071,CON-0071,2026-05-06,INR,115742.95,OPEN
PO-002440,SUP-0023,CON-0023,2026-07-12,EUR,64561.26,OPEN
PO-002441,SUP-0005,CON-0005,2026-07-07,USD,28648.61,OPEN
PO-002442,SUP-0031,CON-0031,2026-07-26,GBP,113725.69,OPEN
PO-002443,SUP-0007,CON-0007,2026-01-20,GBP,148459.01,OPEN
PO-002444,SUP-0020,CON-0020,2026-01-27,EUR,1666.34,OPEN
PO-002445,SUP-0041,CON-0041,2026-08-24,USD,110901.5,OPEN
PO-002446,SUP-0029,CON-0029,2026-06-03,USD,55677.5,OPEN
PO-002447,SUP-0003,CON-0003,2026-03-17,EUR,87377.37,OPEN
PO-002448,SUP-0020,CON-0020,2026-07-02,EUR,74650.52,OPEN
PO-002449,SUP-0111,CON-0111,2026-01-24,GBP,10470.35,OPEN
PO-002450,SUP-0119,CON-0119,2026-08-18,INR,126312.55,OPEN
PO-002451,SUP-0042,CON-0134,2026-08-20,GBP,141617.72,OPEN
PO-002452,SUP-0084,CON-0084,2026-01-30,EUR,15977.54,OPEN
PO-002453,SUP-0009,CON-0009,2026-06-20,EUR,116301.78,OPEN
PO-002454,SUP-0039,CON-0039,2026-08-03,GBP,18754.64,OPEN
PO-002455,SUP-0102,CON-0102,2026-04-19,GBP,138124.51,OPEN
PO-002456,SUP-0025,CON-0025,2026-01-26,USD,142010.99,OPEN
PO-002457,SUP-0081,CON-0081,2026-07-13,INR,102697.63,OPEN
PO-002458,SUP-0107,CON-0107,2026-04-26,EUR,112279.94,OPEN
PO-002459,SUP-0090,CON-0090,2026-06-12,USD,128870.58,OPEN
PO-002460,SUP-0005,CON-0005,2026-06-20,USD,64272.4,OPEN
PO-002461,SUP-0028,CON-0028,2026-01-05,INR,12849.66,OPEN
PO-002462,SUP-0045,CON-0045,2026-08-24,EUR,85792.34,OPEN
PO-002463,SUP-0050,CON-0050,2026-05-10,USD,7919.28,OPEN
PO-002464,SUP-0023,CON-0023,2026-05-12,EUR,97089.08,OPEN
PO-002465,SUP-0086,CON-0086,2026-04-28,GBP,140514.39,OPEN
PO-002466,SUP-0064,CON-0064,2026-03-30,EUR,845.22,OPEN
PO-002467,SUP-0026,CON-0026,2026-06-16,GBP,74038.72,OPEN
PO-002468,SUP-0048,CON-0048,2026-01-17,USD,92833.22,OPEN
PO-002469,SUP-0111,CON-0111,2026-04-02,GBP,103518.53,OPEN
PO-002470,SUP-0011,CON-0011,2026-03-24,GBP,15998.48,OPEN
PO-002471,SUP-0023,CON-0023,2026-04-14,EUR,146164.72,OPEN
PO-002472,SUP-0008,CON-0008,2026-02-23,EUR,87922.62,OPEN
PO-002473,SUP-0016,CON-0016,2026-01-29,USD,63925.51,OPEN
PO-002474,SUP-0014,CON-0014,2026-01-20,INR,138848.52,OPEN
PO-002475,SUP-0058,CON-0058,2026-06-21,GBP,37906.0,OPEN
PO-002476,SUP-0093,CON-0093,2026-06-20,GBP,19085.67,OPEN
PO-002477,SUP-0067,CON-0127,2026-01-15,GBP,120992.83,OPEN
PO-002478,SUP-0042,CON-0042,2026-02-25,USD,111654.0,OPEN
PO-002479,SUP-0008,CON-0008,2026-02-24,EUR,114949.82,OPEN
PO-002480,SUP-0014,CON-0014,2026-03-28,INR,111662.71,OPEN
PO-002481,SUP-0080,CON-0080,2026-04-30,INR,1758.98,OPEN
PO-002482,SUP-0089,CON-0121,2026-02-02,GBP,45133.85,OPEN
PO-002483,SUP-0021,CON-0021,2026-06-09,GBP,52164.76,OPEN
PO-002484,SUP-0036,CON-0148,2026-04-22,GBP,49332.97,OPEN
PO-002485,SUP-0041,CON-0041,2026-01-15,USD,139018.81,OPEN
PO-002486,SUP-0002,CON-0002,2026-01-13,USD,17997.97,OPEN
PO-002487,SUP-0046,CON-0046,2026-05-13,USD,38978.74,OPEN
PO-002488,SUP-0092,CON-0092,2026-03-07,INR,127463.59,OPEN
PO-002489,SUP-0041,CON-0041,2026-04-19,USD,9547.56,OPEN
PO-002490,SUP-0015,CON-0015,2026-06-20,EUR,133921.47,OPEN
PO-002491,SUP-0112,CON-0112,2026-07-18,EUR,74840.23,OPEN
PO-002492,SUP-0040,CON-0141,2026-01-26,USD,62287.58,OPEN
PO-002493,SUP-0111,CON-0111,2026-08-08,GBP,119955.11,OPEN
PO-002494,SUP-0085,CON-0132,2026-04-09,GBP,51293.67,OPEN
PO-002495,SUP-0042,CON-0042,2026-03-12,USD,128542.13,OPEN
PO-002496,SUP-0055,CON-0055,2026-08-05,USD,80965.21,OPEN
PO-002497,SUP-0108,CON-0108,2026-02-02,USD,51705.48,OPEN
PO-002498,SUP-0068,CON-0068,2026-04-18,INR,112927.71,OPEN
PO-002499,SUP-0110,CON-0110,2026-07-20,USD,67077.25,OPEN
PO-002500,SUP-0119,CON-0119,2026-02-04,INR,145404.87,OPEN
PO-002501,SUP-0037,CON-0037,2026-06-13,EUR,124693.2,OPEN
PO-002502,SUP-0027,CON-0027,2026-07-31,EUR,51070.47,OPEN
PO-002503,SUP-0119,CON-0119,2026-02-03,INR,79431.85,OPEN
PO-002504,SUP-0088,CON-0088,2026-03-09,EUR,81373.13,OPEN
PO-002505,SUP-0062,CON-0062,2026-08-11,GBP,117248.92,OPEN
PO-002506,SUP-0025,CON-0147,2026-05-29,EUR,50384.1,OPEN
PO-002507,SUP-0061,CON-0061,2026-05-03,EUR,93919.92,OPEN
PO-002508,SUP-0106,CON-0106,2026-02-06,USD,31670.79,OPEN
PO-002509,SUP-0117,CON-0117,2026-01-31,INR,96906.78,OPEN
PO-002510,SUP-0045,CON-0045,2026-01-22,EUR,98201.9,OPEN
PO-002511,SUP-0028,CON-0028,2026-07-31,INR,28738.28,OPEN
PO-002512,SUP-0112,CON-0112,2026-05-02,EUR,118656.16,OPEN
PO-002513,SUP-0032,CON-0146,2026-02-06,EUR,59488.96,OPEN
PO-002514,SUP-0050,CON-0050,2026-01-14,USD,44537.33,OPEN
PO-002515,SUP-0059,CON-0059,2026-05-26,GBP,10824.66,OPEN
PO-002516,SUP-0080,CON-0080,2026-02-26,INR,120154.42,OPEN
PO-002517,SUP-0085,CON-0085,2026-01-08,EUR,132397.77,OPEN
PO-002518,SUP-0012,CON-0142,2026-04-03,USD,62520.5,OPEN
PO-002519,SUP-0021,CON-0021,2026-07-31,GBP,119935.4,OPEN
PO-002520,SUP-0035,CON-0138,2026-08-26,EUR,60727.57,OPEN
PO-002521,SUP-0007,CON-0007,2026-08-17,GBP,47716.71,OPEN
PO-002522,SUP-0062,CON-0062,2026-06-03,GBP,117178.65,OPEN
PO-002523,SUP-0050,CON-0050,2026-06-19,USD,112051.23,OPEN
PO-002524,SUP-0010,CON-0010,2026-06-21,INR,117958.41,OPEN
PO-002525,SUP-0096,CON-0096,2026-06-09,EUR,145951.85,OPEN
PO-002526,SUP-0105,CON-0105,2026-02-28,GBP,66019.11,OPEN
PO-002527,SUP-0049,CON-0049,2026-04-23,INR,98180.49,OPEN
PO-002528,SUP-0111,CON-0111,2026-07-20,GBP,12989.3,OPEN
PO-002529,SUP-0045,CON-0045,2026-07-01,EUR,111516.97,OPEN
PO-002530,SUP-0065,CON-0122,2026-04-05,GBP,54707.14,OPEN
PO-002531,SUP-0056,CON-0056,2026-05-05,GBP,20118.43,OPEN
PO-002532,SUP-0102,CON-0102,2026-01-29,GBP,54675.86,OPEN
PO-002533,SUP-0115,CON-0115,2026-02-13,EUR,103202.62,OPEN
PO-002534,SUP-0044,CON-0044,2026-07-24,USD,19793.35,OPEN
PO-002535,SUP-0029,CON-0029,2026-08-26,USD,50889.12,OPEN
PO-002536,SUP-0097,CON-0097,2026-04-22,GBP,105939.66,OPEN
PO-002537,SUP-0006,CON-0006,2026-04-10,GBP,92359.44,OPEN
PO-002538,SUP-0066,CON-0066,2026-03-03,GBP,127821.68,OPEN
PO-002539,SUP-0090,CON-0090,2026-08-03,USD,97690.98,OPEN
PO-002540,SUP-0073,CON-0073,2026-05-01,GBP,56257.97,OPEN
PO-002541,SUP-0074,CON-0074,2026-02-10,EUR,127389.96,OPEN
PO-002542,SUP-0027,CON-0027,2026-05-19,EUR,42771.06,OPEN
PO-002543,SUP-0048,CON-0048,2026-05-18,USD,54428.9,OPEN
PO-002544,SUP-0016,CON-0016,2026-08-10,USD,93543.11,OPEN
PO-002545,SUP-0009,CON-0009,2026-04-20,EUR,87281.34,OPEN
PO-002546,SUP-0034,CON-0034,2026-02-27,GBP,76883.79,OPEN
PO-002547,SUP-0078,CON-0078,2026-04-07,EUR,146824.65,OPEN
PO-002548,SUP-0050,CON-0050,2026-08-11,USD,28859.13,OPEN
PO-002549,SUP-0098,CON-0098,2026-04-05,USD,5243.28,OPEN
PO-002550,SUP-0069,CON-0069,2026-06-08,EUR,82813.42,OPEN
PO-002551,SUP-0079,CON-0079,2026-05-07,INR,2915.12,OPEN
PO-002552,SUP-0055,CON-0055,2026-04-30,USD,6495.63,OPEN
PO-002553,SUP-0065,CON-0065,2026-04-02,GBP,31171.25,OPEN
PO-002554,SUP-0004,CON-0004,2026-06-05,GBP,119672.79,OPEN
PO-002555,SUP-0085,CON-0135,2026-08-13,GBP,119513.05,OPEN
PO-002556,SUP-0050,CON-0050,2026-01-04,USD,57071.03,OPEN
PO-002557,SUP-0094,CON-0094,2026-04-05,USD,26192.81,OPEN
PO-002558,SUP-0028,CON-0028,2026-01-11,INR,83862.63,OPEN
PO-002559,SUP-0116,CON-0116,2026-05-19,EUR,56883.43,OPEN
PO-002560,SUP-0096,CON-0096,2026-03-18,EUR,8888.82,OPEN
PO-002561,SUP-0017,CON-0017,2026-07-08,INR,131589.99,OPEN
PO-002562,SUP-0070,CON-0070,2026-03-02,INR,94945.14,OPEN
PO-002563,SUP-0062,CON-0062,2026-07-04,GBP,38178.66,OPEN
PO-002564,SUP-0046,CON-0046,2026-04-15,USD,65487.71,OPEN
PO-002565,SUP-0015,CON-0015,2026-05-11,EUR,99499.5,OPEN
PO-002566,SUP-0074,CON-0074,2026-04-29,EUR,24721.57,OPEN
PO-002567,SUP-0031,CON-0031,2026-07-25,GBP,30831.86,OPEN
PO-002568,SUP-0012,CON-0012,2026-02-28,EUR,54380.15,OPEN
PO-002569,SUP-0020,CON-0020,2026-04-16,EUR,129335.3,OPEN
PO-002570,SUP-0101,CON-0101,2026-05-26,EUR,136107.64,OPEN
PO-002571,SUP-0107,CON-0107,2026-03-21,EUR,51302.87,OPEN
PO-002572,SUP-0094,CON-0094,2026-08-09,USD,114047.8,OPEN
PO-002573,SUP-0044,CON-0044,2026-06-25,USD,139632.19,OPEN
PO-002574,SUP-0051,CON-0051,2026-07-30,GBP,116232.11,OPEN
PO-002575,SUP-0087,CON-0087,2026-07-12,INR,136197.64,OPEN
PO-002576,SUP-0098,CON-0098,2026-03-28,USD,21452.2,OPEN
PO-002577,SUP-0113,CON-0113,2026-02-19,INR,107698.78,OPEN
PO-002578,SUP-0098,CON-0098,2026-01-13,USD,120970.62,OPEN
PO-002579,SUP-0068,CON-0068,2026-08-24,INR,137319.34,OPEN
PO-002580,SUP-0082,CON-0082,2026-07-04,GBP,41455.18,OPEN
PO-002581,SUP-0003,CON-0003,2026-06-02,EUR,86059.71,OPEN
PO-002582,SUP-0045,CON-0045,2026-07-18,EUR,8021.74,OPEN
PO-002583,SUP-0015,CON-0015,2026-07-17,EUR,33831.67,OPEN
PO-002584,SUP-0084,CON-0084,2026-03-03,EUR,48740.38,OPEN
PO-002585,SUP-0013,CON-0013,2026-03-23,INR,38776.11,OPEN
PO-002586,SUP-0048,CON-0048,2026-06-13,USD,60626.0,OPEN
PO-002587,SUP-0006,CON-0006,2026-05-12,GBP,93416.02,OPEN
PO-002588,SUP-0111,CON-0111,2026-05-10,GBP,137214.83,OPEN
PO-002589,SUP-0041,CON-0041,2026-02-12,USD,72510.16,OPEN
PO-002590,SUP-0113,CON-0113,2026-06-07,INR,124861.01,OPEN
PO-002591,SUP-0008,CON-0008,2026-03-31,EUR,18533.37,OPEN
PO-002592,SUP-0060,CON-0060,2026-07-01,GBP,130713.48,OPEN
PO-002593,SUP-0098,CON-0098,2026-05-18,USD,74053.92,OPEN
PO-002594,SUP-0098,CON-0098,2026-02-15,USD,95132.74,OPEN
PO-002595,SUP-0008,CON-0008,2026-06-22,EUR,16916.31,OPEN
PO-002596,SUP-0036,CON-0148,2026-04-17,GBP,64730.31,OPEN
PO-002597,SUP-0089,CON-0121,2026-04-29,GBP,55836.23,OPEN
PO-002598,SUP-0003,CON-0003,2026-03-03,EUR,36927.59,OPEN
PO-002599,SUP-0077,CON-0077,2026-05-06,EUR,106546.57,OPEN
PO-002600,SUP-0008,CON-0008,2026-05-28,EUR,9261.29,OPEN
PO-002601,SUP-0087,CON-0087,2026-01-27,INR,89366.13,OPEN
PO-002602,SUP-0070,CON-0070,2026-07-02,INR,70629.14,OPEN
PO-002603,SUP-0023,CON-0023,2026-03-06,EUR,138129.21,OPEN
PO-002604,SUP-0076,CON-0076,2026-01-05,USD,17791.27,OPEN
PO-002605,SUP-0009,CON-0009,2026-01-05,EUR,80587.38,OPEN
PO-002606,SUP-0085,CON-0085,2026-06-19,EUR,16322.01,OPEN
PO-002607,SUP-0091,CON-0091,2026-04-08,USD,121168.78,OPEN
PO-002608,SUP-0056,CON-0056,2026-03-14,GBP,89964.56,OPEN
PO-002609,SUP-0056,CON-0056,2026-01-06,GBP,93732.82,OPEN
PO-002610,SUP-0040,CON-0040,2026-04-20,USD,134523.74,OPEN
PO-002611,SUP-0087,CON-0087,2026-03-07,INR,93649.89,OPEN
PO-002612,SUP-0072,CON-0072,2026-02-15,EUR,116089.78,OPEN
PO-002613,SUP-0074,CON-0074,2026-01-22,EUR,1998.33,OPEN
PO-002614,SUP-0074,CON-0126,2026-08-06,EUR,102009.49,OPEN
PO-002615,SUP-0031,CON-0031,2026-01-31,GBP,18546.89,OPEN
PO-002616,SUP-0016,CON-0143,2026-03-23,EUR,134635.62,OPEN
PO-002617,SUP-0073,CON-0073,2026-07-24,GBP,111453.58,OPEN
PO-002618,SUP-0006,CON-0006,2026-07-20,GBP,78019.36,OPEN
PO-002619,SUP-0047,CON-0047,2026-05-14,INR,66382.48,OPEN
PO-002620,SUP-0068,CON-0068,2026-04-05,INR,53133.0,OPEN
PO-002621,SUP-0011,CON-0123,2026-02-20,USD,127592.09,OPEN
PO-002622,SUP-0062,CON-0062,2026-07-13,GBP,57269.56,OPEN
PO-002623,SUP-0084,CON-0084,2026-06-18,EUR,130398.01,OPEN
PO-002624,SUP-0020,CON-0020,2026-05-19,EUR,144723.14,OPEN
PO-002625,SUP-0006,CON-0006,2026-05-26,GBP,89096.89,OPEN
PO-002626,SUP-0063,CON-0063,2026-06-29,INR,74557.06,OPEN
PO-002627,SUP-0047,CON-0047,2026-06-03,INR,50291.71,OPEN
PO-002628,SUP-0022,CON-0022,2026-06-23,GBP,144948.3,OPEN
PO-002629,SUP-0072,CON-0072,2026-03-08,EUR,117416.9,OPEN
PO-002630,SUP-0111,CON-0111,2026-07-18,GBP,141439.95,OPEN
PO-002631,SUP-0006,CON-0006,2026-05-26,GBP,145300.32,OPEN
PO-002632,SUP-0046,CON-0046,2026-03-21,USD,58453.46,OPEN
PO-002633,SUP-0063,CON-0063,2026-04-25,INR,118089.4,OPEN
PO-002634,SUP-0004,CON-0140,2026-01-30,EUR,57467.7,OPEN
PO-002635,SUP-0051,CON-0051,2026-02-09,GBP,29647.77,OPEN
PO-002636,SUP-0109,CON-0109,2026-08-02,EUR,89714.74,OPEN
PO-002637,SUP-0105,CON-0105,2026-01-10,GBP,140382.84,OPEN
PO-002638,SUP-0056,CON-0056,2026-06-26,GBP,102936.95,OPEN
PO-002639,SUP-0009,CON-0009,2026-03-21,EUR,126540.9,OPEN
PO-002640,SUP-0038,CON-0038,2026-05-03,INR,46755.21,OPEN
PO-002641,SUP-0029,CON-0029,2026-05-31,USD,48352.64,OPEN
PO-002642,SUP-0051,CON-0051,2026-06-24,GBP,56890.48,OPEN
PO-002643,SUP-0083,CON-0083,2026-03-10,INR,59003.63,OPEN
PO-002644,SUP-0092,CON-0092,2026-04-10,INR,129122.02,OPEN
PO-002645,SUP-0013,CON-0013,2026-03-31,INR,16221.51,OPEN
PO-002646,SUP-0083,CON-0083,2026-06-19,INR,22232.39,OPEN
PO-002647,SUP-0114,CON-0114,2026-08-01,EUR,34491.59,OPEN
PO-002648,SUP-0015,CON-0015,2026-08-29,EUR,44667.42,OPEN
PO-002649,SUP-0002,CON-0002,2026-01-13,USD,22199.53,OPEN
PO-002650,SUP-0034,CON-0034,2026-01-15,GBP,96924.12,OPEN
PO-002651,SUP-0022,CON-0022,2026-04-03,GBP,25885.06,OPEN
PO-002652,SUP-0004,CON-0140,2026-03-18,EUR,138952.72,OPEN
PO-002653,SUP-0025,CON-0025,2026-02-24,USD,113393.81,OPEN
PO-002654,SUP-0056,CON-0056,2026-02-04,GBP,121921.87,OPEN
PO-002655,SUP-0118,CON-0118,2026-01-15,USD,111829.49,OPEN
PO-002656,SUP-0098,CON-0098,2026-03-06,USD,36143.38,OPEN
PO-002657,SUP-0100,CON-0100,2026-02-17,EUR,79747.47,OPEN
PO-002658,SUP-0029,CON-0029,2026-07-07,USD,100776.25,OPEN
PO-002659,SUP-0082,CON-0082,2026-04-29,GBP,118866.28,OPEN
PO-002660,SUP-0109,CON-0109,2026-08-14,EUR,15681.68,OPEN
PO-002661,SUP-0045,CON-0045,2026-01-07,EUR,127524.47,OPEN
PO-002662,SUP-0041,CON-0041,2026-06-09,USD,24943.11,OPEN
PO-002663,SUP-0097,CON-0097,2026-02-18,GBP,101620.23,OPEN
PO-002664,SUP-0119,CON-0119,2026-01-17,INR,102941.58,OPEN
PO-002665,SUP-0011,CON-0123,2026-01-09,USD,139924.8,OPEN
PO-002666,SUP-0024,CON-0024,2026-04-20,USD,112528.23,OPEN
PO-002667,SUP-0045,CON-0045,2026-07-03,EUR,18338.3,OPEN
